character,angle,attribute,value
fxemoji,,people,ring
fxemoji,,people,running
fxemoji,,people,runningshirt
fxemoji,,people,sandals
fxemoji,,people,screamfear
fxemoji,,people,sidewaysblackdownpointingindex
fxemoji,,people,sidewaysblackleftpointingindex
fxemoji,,people,sidewaysblackrightpointingindex
fxemoji,,people,sidewaysblackuppointingindex
fxemoji,,people,sidewaysdownpointingindex
fxemoji,,people,sidewaysleftpointingindex
fxemoji,,people,sidewaysrightpointingindex
fxemoji,,people,sidewaysuppointingindex
fxemoji,,people,skull
fxemoji,,people,sleeping
fxemoji,,people,sleepy
fxemoji,,people,smallfrown
fxemoji,,people,smallsmile
fxemoji,,people,smileeyes
fxemoji,,people,smiletongue
fxemoji,,people,smirk
fxemoji,,people,sparkles
fxemoji,,people,sparklingheart
fxemoji,,people,speechbubble
fxemoji,,people,star
fxemoji,,people,sunglasses
fxemoji,,people,sweat
fxemoji,,people,sweatsplash
fxemoji,,people,thoughtbaloon
fxemoji,,people,thumbsdown
fxemoji,,people,thumbsup
fxemoji,,people,tie
fxemoji,,people,tired
fxemoji,,people,tongue
fxemoji,,people,tongueout
fxemoji,,people,tongueoutwink
fxemoji,,people,tongueoutwink2
fxemoji,,people,tophat
fxemoji,,people,triumph
fxemoji,,people,turban
fxemoji,,people,turnedokhand
fxemoji,,people,umbrella
fxemoji,,people,unamused
fxemoji,,people,up
fxemoji,,people,victoryhand
fxemoji,,people,waitress
fxemoji,,people,walking
fxemoji,,people,waving
fxemoji,,people,weary
fxemoji,,people,whitedownpointinglefthand
fxemoji,,people,whitesmilingface
fxemoji,,people,winking
fxemoji,,people,woman
fxemoji,,people,womanshat
fxemoji,,people,womansshirt
fxemoji,,people,worried
fxemoji,,people,zzz
fxemoji,,places,aerialtramway
fxemoji,,places,airplane
fxemoji,,places,ambulance
fxemoji,,places,anchor
fxemoji,,places,articulatedlorry
fxemoji,,places,automobile
fxemoji,,places,bank
fxemoji,,places,barberpole
fxemoji,,places,beachumbrella
fxemoji,,places,bicycle
fxemoji,,places,bridgeatnight
fxemoji,,places,bus
fxemoji,,places,busstop
fxemoji,,places,camping
fxemoji,,places,carouselhorse
fxemoji,,places,church
fxemoji,,places,circustent
fxemoji,,places,cityscape
fxemoji,,places,cityscapeatdusk
fxemoji,,places,classicalbuilding
fxemoji,,places,construction
fxemoji,,places,constructionsign
fxemoji,,places,conveniencestore
fxemoji,,places,deliverytruck
fxemoji,,places,departmentstore
fxemoji,,places,desert
fxemoji,,places,desertisland
fxemoji,,places,europeancastle
fxemoji,,places,europeanpostoffice
fxemoji,,places,factory
fxemoji,,places,ferriswheel
fxemoji,,places,fireengine
fxemoji,,places,fountain
fxemoji,,places,fuelpump
fxemoji,,places,golfer
fxemoji,,places,helicopter
fxemoji,,places,highspeedtrain
fxemoji,,places,highspeedtrainbulletnose
fxemoji,,places,horizontaltrafficlight
fxemoji,,places,hospital
fxemoji,,places,hotel
fxemoji,,places,hotsprings
fxemoji,,places,housebuilding
fxemoji,,places,housebuildings
fxemoji,,places,housewithgarden
fxemoji,,places,izakayalantern
fxemoji,,places,japanesecastle
fxemoji,,places,japanesepostoffice
fxemoji,,places,japanesesymbolforbeginner
fxemoji,,places,lightrail
fxemoji,,places,lovehotel
fxemoji,,places,metro
fxemoji,,places,minibus
fxemoji,,places,monorail
fxemoji,,places,motorcycle
fxemoji,,places,mountaincableway
fxemoji,,places,mountainrailway
fxemoji,,places,mountfuji
fxemoji,,places,moyai
fxemoji,,places,nationalpark
fxemoji,,places,nightwithstars
fxemoji,,places,officebuilding
fxemoji,,places,oncomingautomobile
fxemoji,,places,oncomingbus
fxemoji,,places,oncomingpolicecar
fxemoji,,places,oncomingtaxi
fxemoji,,places,performingarts
fxemoji,,places,policecar
fxemoji,,places,policecarsrevolvinglight
fxemoji,,places,racecar
fxemoji,,places,railwaycar
fxemoji,,places,recreationalvehicle
fxemoji,,places,rocket
fxemoji,,places,rollercoaster
fxemoji,,places,roundpushpin
fxemoji,,places,rowboat
fxemoji,,places,sailboat
fxemoji,,places,school
fxemoji,,places,seat
fxemoji,,places,ship
fxemoji,,places,silhouetteohjapan
fxemoji,,places,slotmachine
fxemoji,,places,snowmountains
fxemoji,,places,speedboat
fxemoji,,places,stadium
fxemoji,,places,station
fxemoji,,places,statueofliberty
fxemoji,,places,steamlocomotive
fxemoji,,places,sunrise
fxemoji,,places,sunriseovermountains
fxemoji,,places,sunsetoverbuildings
fxemoji,,places,suspensionrailway
fxemoji,,places,taxi
fxemoji,,places,tent
fxemoji,,places,ticket
fxemoji,,places,toykotower
fxemoji,,places,tractor
fxemoji,,places,train
fxemoji,,places,tram
fxemoji,,places,tramcar
fxemoji,,places,triangularflagonpost
fxemoji,,places,trolleybus
fxemoji,,places,verticaltrafficlight
fxemoji,,places,warningsign
fxemoji,,places,wedding
fxemoji,,places,weightlifter
fxemoji,,symbols,alarmclock
fxemoji,,symbols,antennawithbars
fxemoji,,symbols,anticlockwiseupwardsanddownwardsarrows
fxemoji,,symbols,aquarius
fxemoji,,symbols,aries
fxemoji,,symbols,arrowrightwardsdownwards
fxemoji,,symbols,arrowrightwardsupwards
fxemoji,,symbols,automatedtellermachine
fxemoji,,symbols,babysymbol
fxemoji,,symbols,backwithleftwardsarrow
fxemoji,,symbols,baggageclaim
fxemoji,,symbols,ballotboxwithcheck
fxemoji,,symbols,blackclubsuit
fxemoji,,symbols,blackdiamondsuit
fxemoji,,symbols,blackdownpointingdoublearrow
fxemoji,,symbols,blackheartsuit
fxemoji,,symbols,blacklargesquare
fxemoji,,symbols,blackleftpointingarrow
fxemoji,,symbols,blackleftpointingdoublearrow
fxemoji,,symbols,blackmediumsmallsquare
fxemoji,,symbols,blackmediumsquare
fxemoji,,symbols,blackquestionmark
fxemoji,,symbols,blackrightpointingarrow
fxemoji,,symbols,blackrightpointingdoublearrow
fxemoji,,symbols,blackrightwardsarrow
fxemoji,,symbols,blacksmallsquare
fxemoji,,symbols,blackspadesuit
fxemoji,,symbols,blacksquarebutton
fxemoji,,symbols,blackuniversalrecyclingsymbol
fxemoji,,symbols,blackuppointingdoublearrow
fxemoji,,symbols,cancellationx
fxemoji,,symbols,cancer
fxemoji,,symbols,capricorn
fxemoji,,symbols,chartupwardstrendyen
fxemoji,,symbols,childrencrossing
fxemoji,,symbols,cinema
fxemoji,,symbols,circledideographaccept
fxemoji,,symbols,circledideographadvantage
fxemoji,,symbols,circledideographcongratulation
fxemoji,,symbols,circledideographsecret
fxemoji,,symbols,circledlatincapitalletterm
fxemoji,,symbols,clock12oclock
fxemoji,,symbols,clock12thirty
fxemoji,,symbols,clock1oclock
fxemoji,,symbols,clock1thirty
fxemoji,,symbols,clock2oclock
fxemoji,,symbols,clock2thirty
fxemoji,,symbols,clock3oclock
fxemoji,,symbols,clock3thirty
fxemoji,,symbols,clock4oclock
fxemoji,,symbols,clock4thirty
fxemoji,,symbols,clock5thirty
fxemoji,,symbols,clock6oclock
fxemoji,,symbols,clock6thirty
fxemoji,,symbols,clock7oclock
fxemoji,,symbols,clockwisedownupcircledarrows
fxemoji,,symbols,clockwiseleftrightarrows
fxemoji,,symbols,clockwiserightwardsleftwardscirclearrows
fxemoji,,symbols,clockwiserightwardsleftwardscirclearrowsone
fxemoji,,symbols,compression
fxemoji,,symbols,crossmark
fxemoji,,symbols,curlyloop
fxemoji,,symbols,currencyexchange
fxemoji,,symbols,customs
fxemoji,,symbols,decreasefontsize
fxemoji,,symbols,diamondshapewithdotinside
fxemoji,,symbols,donotlittersymbol
fxemoji,,symbols,doublecurlyloop
fxemoji,,symbols,doubleexclaimationmark
fxemoji,,symbols,downpointingredtriangle
fxemoji,,symbols,downpointingsmallredtrisngle
fxemoji,,symbols,eightpointedblackstar
fxemoji,,symbols,eightspokedasterix
fxemoji,,symbols,endwithleftwardsarrow
fxemoji,,symbols,exclaimationquestionmark
fxemoji,,symbols,gemini
fxemoji,,symbols,heartdecoration
fxemoji,,symbols,heavycheckmark
fxemoji,,symbols,heavydivisionsign
fxemoji,,symbols,heavydollarsign
fxemoji,,symbols,heavyexclaimationmarksymbol
fxemoji,,symbols,heavylargecircle
fxemoji,,symbols,heavyminussign
fxemoji,,symbols,heavymultiplicationsymbol
fxemoji,,symbols,heavyplussign
fxemoji,,symbols,hundredpointssymbol
fxemoji,,symbols,increasefontsize
fxemoji,,symbols,informationsource
fxemoji,,symbols,inputsymbolforlatincapitalletters
fxemoji,,symbols,inputsymbolforlatinletters
fxemoji,,symbols,inputsymbolforlatinsmallletters
fxemoji,,symbols,inputsymbolfornumbers
fxemoji,,symbols,inputsymbolforsymbols
fxemoji,,symbols,largebluecircle
fxemoji,,symbols,largebluediamond
fxemoji,,symbols,largeorangediamond
fxemoji,,symbols,largeredcircle
fxemoji,,symbols,lefthandphone
fxemoji,,symbols,leftluggage
fxemoji,,symbols,leftrightarrow
fxemoji,,symbols,leftwardsarrowwithhook
fxemoji,,symbols,leftwardsblackarrow
fxemoji,,symbols,leo
fxemoji,,symbols,libra
fxemoji,,symbols,linksymbol
fxemoji,,symbols,lowerrightwhitecircle
fxemoji,,symbols,markschaptersymbol
fxemoji,,symbols,maximize
fxemoji,,symbols,mediumblackcircle
fxemoji,,symbols,mediumwhitecircle
fxemoji,,symbols,menssymbol
fxemoji,,symbols,minimize
fxemoji,,symbols,mobilephoneoff
fxemoji,,symbols,negativesquaredab
fxemoji,,symbols,negativesquaredcrossmark
fxemoji,,symbols,negativesquaredlatincapitalletterp
fxemoji,,symbols,negativesquaredlatincaptiala
fxemoji,,symbols,negativesquaredlatincaptialb
fxemoji,,symbols,negativesquaredlatincaptialo
fxemoji,,symbols,nobicycles
fxemoji,,symbols,noentry
fxemoji,,symbols,noentrysign
fxemoji,,symbols,nomobilephones
fxemoji,,symbols,nonpotablewatersymbol
fxemoji,,symbols,nooneunder18symbol
fxemoji,,symbols,nopedestrians
fxemoji,,symbols,nopiracy
fxemoji,,symbols,northeastarrow
fxemoji,,symbols,northwestarrow
fxemoji,,symbols,nosmokingsymbol
fxemoji,,symbols,notchedrightsemi3dot
fxemoji,,symbols,oldkey
fxemoji,,symbols,omsymbol
fxemoji,,symbols,onarrowleftright
fxemoji,,symbols,ophiuchus
fxemoji,,symbols,overlap
fxemoji,,symbols,partalternationmark
fxemoji,,symbols,passportcontrol
fxemoji,,symbols,phonewithpage
fxemoji,,symbols,pisces
fxemoji,,symbols,potablewatersystem
fxemoji,,symbols,putlitterinitsplacesymbol
fxemoji,,symbols,radiobutton
fxemoji,,symbols,restroom
fxemoji,,symbols,righthandphone
fxemoji,,symbols,rightspeaker
fxemoji,,symbols,rightspeaker3soundwaves
fxemoji,,symbols,rightwardsarrowwithhook
fxemoji,,symbols,saggitarius
fxemoji,,symbols,scorpius
fxemoji,,symbols,sixpointedstarwithdot
fxemoji,,symbols,smallbluediamond
fxemoji,,symbols,smallorangediamond
fxemoji,,symbols,soonwithrightarrow
fxemoji,,symbols,southeastarrow
fxemoji,,symbols,sparkle
fxemoji,,symbols,speakerwith1soundwave
fxemoji,,symbols,speakingheadinsilhouette
fxemoji,,symbols,squaredcl
fxemoji,,symbols,squaredcool
fxemoji,,symbols,squaredfree
fxemoji,,symbols,squaredid
fxemoji,,symbols,squaredkatakanakoko
fxemoji,,symbols,squaredkatakanasa
fxemoji,,symbols,squarednew
fxemoji,,symbols,squaredng
fxemoji,,symbols,squaredok
fxemoji,,symbols,squaredsos
fxemoji,,symbols,squaredup
fxemoji,,symbols,squaredvs
fxemoji,,symbols,taurus
fxemoji,,symbols,ten
fxemoji,,symbols,threeraysabove
fxemoji,,symbols,threeraysbelow
fxemoji,,symbols,threeraysleft
fxemoji,,symbols,threeraysright
fxemoji,,symbols,topwithupwardsarrow
fxemoji,,symbols,tridentemblem
fxemoji,,symbols,twistedrightwardsarrows
fxemoji,,symbols,unifiedideographa
fxemoji,,symbols,unifiedideographb
fxemoji,,symbols,unifiedideographc
fxemoji,,symbols,unifiedideographd
fxemoji,,symbols,unifiedideographe
fxemoji,,symbols,unifiedideographf
fxemoji,,symbols,unifiedideographg
fxemoji,,symbols,unifiedideographh
fxemoji,,symbols,unifiedideographi
fxemoji,,symbols,unifiedideographj
fxemoji,,symbols,unifiedideographk
fxemoji,,symbols,updownarrow
fxemoji,,symbols,upperrightwhitecircle
fxemoji,,symbols,uppointingredtriangle
fxemoji,,symbols,uppointingsmallredtrisngle
fxemoji,,symbols,vibrationmode
fxemoji,,symbols,virgo
fxemoji,,symbols,watercloset
fxemoji,,symbols,wavydash
fxemoji,,symbols,wheelchairsymbol
fxemoji,,symbols,whiteexclaimationmark
fxemoji,,symbols,whiteflower
fxemoji,,symbols,whiteheavycheckmark
fxemoji,,symbols,whitelargesquare
fxemoji,,symbols,whitemediumsmallsquare
fxemoji,,symbols,whitemediumsquare
fxemoji,,symbols,whitequestionmark
fxemoji,,symbols,whitesmallsquare
fxemoji,,symbols,whitesquarebutton
fxemoji,,symbols,window
fxemoji,,symbols,womenssymbol
humaaans,,body,hoodie
humaaans,,body,jacket-2
humaaans,,body,jacket
humaaans,,body,lab-coat
humaaans,,body,long-sleeve
humaaans,,body,pointing-forward
humaaans,,body,pointing-up
humaaans,,body,pregnant
humaaans,,body,trench-coat
humaaans,,body,turtle-neck
humaaans,bottom,sitting,baggy-pants
humaaans,bottom,sitting,skinny-jeans-1
humaaans,bottom,sitting,sweat-pants
humaaans,bottom,sitting,wheelchair
humaaans,bottom,standing,baggy-pants
humaaans,bottom,standing,jogging
humaaans,bottom,standing,shorts
humaaans,bottom,standing,skinny-jeans-walk
humaaans,bottom,standing,skinny-jeans
humaaans,bottom,standing,skirt
humaaans,bottom,standing,sprint
humaaans,bottom,standing,sweatpants
humaaans,head,front,afro
humaaans,head,front,airy
humaaans,head,front,caesar
humaaans,head,front,chongo
humaaans,head,front,curly
humaaans,head,front,hijab-1
humaaans,head,front,hijab2
humaaans,head,front,long
humaaans,head,front,no-hair
humaaans,head,front,pony
humaaans,head,front,rad
humaaans,head,front,short-1
humaaans,head,front,short-2
humaaans,head,front,short-beard
humaaans,head,front,top
humaaans,head,front,turban-1
humaaans,head,front,turban2
humaaans,head,front,wavy
noto,,icon,1st-place-medal
noto,,icon,2nd-place-medal
noto,,icon,3rd-place-medal
noto,,icon,a-button-blood-type
noto,,icon,ab-button-blood-type
noto,,icon,admission-tickets
noto,,icon,aerial-tramway
noto,,icon,airplane-arrival
noto,,icon,airplane-departure
noto,,icon,airplane
noto,,icon,alarm-clock
noto,,icon,alembic
noto,,icon,alien-monster
noto,,icon,alien
noto,,icon,ambulance
noto,,icon,american-football
noto,,icon,amphora
noto,,icon,anchor
noto,,icon,anger-symbol
noto,,icon,angry-face-with-horns
noto,,icon,angry-face
noto,,icon,anguished-face
noto,,icon,ant
noto,,icon,antenna-bars
noto,,icon,anxious-face-with-sweat
noto,,icon,aquarius
noto,,icon,aries
noto,,icon,articulated-lorry
noto,,icon,artist-palette
noto,,icon,asterisk
noto,,icon,astonished-face
noto,,icon,atm-sign
noto,,icon,atom-symbol
noto,,icon,automobile
noto,,icon,avocado
noto,,icon,b-button-blood-type
noto,,icon,baby-angel-dark-skin-tone
noto,,icon,baby-angel-light-skin-tone
noto,,icon,baby-angel-medium-dark-skin-tone
noto,,icon,baby-angel-medium-light-skin-tone
noto,,icon,baby-angel-medium-skin-tone
noto,,icon,baby-angel
noto,,icon,baby-bottle
noto,,icon,baby-chick
noto,,icon,baby-dark-skin-tone
noto,,icon,baby-light-skin-tone
noto,,icon,baby-medium-dark-skin-tone
noto,,icon,baby-medium-light-skin-tone
noto,,icon,baby-medium-skin-tone
noto,,icon,baby-symbol
noto,,icon,baby
noto,,icon,back-arrow
noto,,icon,backhand-index-pointing-down-dark-skin-tone
noto,,icon,backhand-index-pointing-down-light-skin-tone
noto,,icon,backhand-index-pointing-down-medium-dark-skin-tone
noto,,icon,backhand-index-pointing-down-medium-light-skin-tone
noto,,icon,backhand-index-pointing-down-medium-skin-tone
noto,,icon,backhand-index-pointing-down
noto,,icon,backhand-index-pointing-left-dark-skin-tone
noto,,icon,backhand-index-pointing-left-light-skin-tone
noto,,icon,backhand-index-pointing-left-medium-dark-skin-tone
noto,,icon,backhand-index-pointing-left-medium-light-skin-tone
noto,,icon,backhand-index-pointing-left-medium-skin-tone
noto,,icon,backhand-index-pointing-left
noto,,icon,backhand-index-pointing-right-dark-skin-tone
noto,,icon,backhand-index-pointing-right-light-skin-tone
noto,,icon,backhand-index-pointing-right-medium-dark-skin-tone
noto,,icon,backhand-index-pointing-right-medium-light-skin-tone
noto,,icon,backhand-index-pointing-right-medium-skin-tone
noto,,icon,backhand-index-pointing-right
noto,,icon,backhand-index-pointing-up-dark-skin-tone
noto,,icon,backhand-index-pointing-up-light-skin-tone
noto,,icon,backhand-index-pointing-up-medium-dark-skin-tone
noto,,icon,backhand-index-pointing-up-medium-light-skin-tone
noto,,icon,backhand-index-pointing-up-medium-skin-tone
noto,,icon,backhand-index-pointing-up
noto,,icon,backpack
noto,,icon,bacon
noto,,icon,badminton
noto,,icon,baggage-claim
noto,,icon,baguette-bread
noto,,icon,balance-scale
noto,,icon,balloon
noto,,icon,ballot-box-with-ballot
noto,,icon,banana
noto,,icon,bank
noto,,icon,bar-chart
noto,,icon,barber-pole
noto,,icon,baseball
noto,,icon,basketball
noto,,icon,bat
noto,,icon,bathtub
noto,,icon,battery
noto,,icon,beach-with-umbrella
noto,,icon,beaming-face-with-smiling-eyes
noto,,icon,bear
noto,,icon,beating-heart
noto,,icon,bed
noto,,icon,beer-mug
noto,,icon,bell-with-slash
noto,,icon,bell
noto,,icon,bellhop-bell
noto,,icon,bento-box
noto,,icon,bicycle
noto,,icon,bikini
noto,,icon,biohazard
noto,,icon,bird
noto,,icon,birthday-cake
noto,,icon,black-circle
noto,,icon,black-flag
noto,,icon,black-heart
noto,,icon,black-large-square
noto,,icon,black-medium-small-square
noto,,icon,black-medium-square
noto,,icon,black-nib
noto,,icon,black-small-square
noto,,icon,black-square-button
noto,,icon,blossom
noto,,icon,blowfish
noto,,icon,blue-book
noto,,icon,blue-circle
noto,,icon,blue-heart
noto,,icon,boar
noto,,icon,bomb
noto,,icon,bookmark-tabs
noto,,icon,bookmark
noto,,icon,books
noto,,icon,bottle-with-popping-cork
noto,,icon,bouquet
noto,,icon,bow-and-arrow
noto,,icon,bowling
noto,,icon,boxing-glove
noto,,icon,boy-dark-skin-tone
noto,,icon,boy-light-skin-tone
noto,,icon,boy-medium-dark-skin-tone
noto,,icon,boy-medium-light-skin-tone
noto,,icon,boy-medium-skin-tone
noto,,icon,boy
noto,,icon,bread
noto,,icon,bridge-at-night
noto,,icon,briefcase
noto,,icon,bright-button
noto,,icon,broken-heart
noto,,icon,bug
noto,,icon,building-construction
noto,,icon,bullet-train
noto,,icon,burrito
noto,,icon,bus-stop
noto,,icon,bus
noto,,icon,bust-in-silhouette
noto,,icon,busts-in-silhouette
noto,,icon,butterfly
noto,,icon,cactus
noto,,icon,calendar
noto,,icon,call-me-hand-dark-skin-tone
noto,,icon,call-me-hand-light-skin-tone
noto,,icon,call-me-hand-medium-dark-skin-tone
noto,,icon,call-me-hand-medium-light-skin-tone
noto,,icon,call-me-hand-medium-skin-tone
noto,,icon,call-me-hand
noto,,icon,camel
noto,,icon,camera-with-flash
noto,,icon,camera
noto,,icon,camping
noto,,icon,cancer
noto,,icon,candle
noto,,icon,candy
noto,,icon,canoe
noto,,icon,capricorn
noto,,icon,card-file-box
noto,,icon,card-index-dividers
noto,,icon,card-index
noto,,icon,carousel-horse
noto,,icon,carp-streamer
noto,,icon,carrot
noto,,icon,castle
noto,,icon,cat-face
noto,,icon,cat-with-tears-of-joy
noto,,icon,cat-with-wry-smile
noto,,icon,cat
noto,,icon,chains
noto,,icon,chart-decreasing
noto,,icon,chart-increasing-with-yen
noto,,icon,chart-increasing
noto,,icon,check-box-with-check
noto,,icon,check-mark-button
noto,,icon,check-mark
noto,,icon,cheese-wedge
noto,,icon,chequered-flag
noto,,icon,cherries
noto,,icon,cherry-blossom
noto,,icon,chestnut
noto,,icon,chicken
noto,,icon,children-crossing
noto,,icon,chipmunk
noto,,icon,chocolate-bar
noto,,icon,christmas-tree
noto,,icon,church
noto,,icon,cigarette
noto,,icon,cinema
noto,,icon,circled-m
noto,,icon,circus-tent
noto,,icon,cityscape-at-dusk
noto,,icon,cityscape
noto,,icon,cl-button
noto,,icon,clamp
noto,,icon,clapper-board
noto,,icon,clapping-hands-dark-skin-tone
noto,,icon,clapping-hands-light-skin-tone
noto,,icon,clapping-hands-medium-dark-skin-tone
noto,,icon,clapping-hands-medium-light-skin-tone
noto,,icon,clapping-hands-medium-skin-tone
noto,,icon,clapping-hands
noto,,icon,classical-building
noto,,icon,clinking-beer-mugs
noto,,icon,clinking-glasses
noto,,icon,clipboard
noto,,icon,clockwise-vertical-arrows
noto,,icon,closed-book
noto,,icon,closed-mailbox-with-lowered-flag
noto,,icon,closed-mailbox-with-raised-flag
noto,,icon,closed-umbrella
noto,,icon,cloud-with-lightning-and-rain
noto,,icon,cloud-with-lightning
noto,,icon,cloud-with-rain
noto,,icon,cloud-with-snow
noto,,icon,cloud
noto,,icon,clown-face
noto,,icon,club-suit
noto,,icon,clutch-bag
noto,,icon,cocktail-glass
noto,,icon,coffin
noto,,icon,collision
noto,,icon,comet
noto,,icon,computer-disk
noto,,icon,computer-mouse
noto,,icon,confetti-ball
noto,,icon,confounded-face
noto,,icon,confused-face
noto,,icon,construction-worker-dark-skin-tone
noto,,icon,construction-worker-light-skin-tone
noto,,icon,construction-worker-medium-dark-skin-tone
noto,,icon,construction-worker-medium-light-skin-tone
noto,,icon,construction-worker-medium-skin-tone
noto,,icon,construction-worker
noto,,icon,construction
noto,,icon,control-knobs
noto,,icon,convenience-store
noto,,icon,cooked-rice
noto,,icon,cookie
noto,,icon,cooking
noto,,icon,cool-button
noto,,icon,copyright
noto,,icon,couch-and-lamp
noto,,icon,counterclockwise-arrows-button
noto,,icon,couple-with-heart-man-man
noto,,icon,couple-with-heart-woman-man
noto,,icon,couple-with-heart-woman-woman
noto,,icon,cow-face
noto,,icon,cow
noto,,icon,cowboy-hat-face
noto,,icon,crab
noto,,icon,crayon
noto,,icon,credit-card
noto,,icon,crescent-moon
noto,,icon,cricket-game
noto,,icon,crocodile
noto,,icon,croissant
noto,,icon,cross-mark-button
noto,,icon,cross-mark
noto,,icon,crossed-fingers-dark-skin-tone
noto,,icon,crossed-fingers-light-skin-tone
noto,,icon,crossed-fingers-medium-dark-skin-tone
noto,,icon,crossed-fingers-medium-light-skin-tone
noto,,icon,crossed-fingers-medium-skin-tone
noto,,icon,crossed-fingers
noto,,icon,crossed-flags
noto,,icon,crossed-swords
noto,,icon,crown
noto,,icon,crying-cat
noto,,icon,crying-face
noto,,icon,crystal-ball
noto,,icon,cucumber
noto,,icon,curly-loop
noto,,icon,currency-exchange
noto,,icon,curry-rice
noto,,icon,custard
noto,,icon,customs
noto,,icon,cyclone
noto,,icon,dagger
noto,,icon,dango
noto,,icon,dark-skin-tone
noto,,icon,dashing-away
noto,,icon,deciduous-tree
noto,,icon,deer
noto,,icon,delivery-truck
noto,,icon,department-store
noto,,icon,derelict-house
noto,,icon,desert-island
noto,,icon,desert
noto,,icon,desktop-computer
noto,,icon,detective-dark-skin-tone
noto,,icon,detective-light-skin-tone
noto,,icon,detective-medium-dark-skin-tone
noto,,icon,detective-medium-light-skin-tone
noto,,icon,detective-medium-skin-tone
noto,,icon,detective
noto,,icon,diamond-suit
noto,,icon,diamond-with-a-dot
noto,,icon,digit-eight
noto,,icon,digit-five
noto,,icon,digit-four
noto,,icon,digit-nine
noto,,icon,digit-one
noto,,icon,digit-seven
noto,,icon,digit-six
noto,,icon,digit-three
noto,,icon,digit-two
noto,,icon,digit-zero
noto,,icon,dim-button
noto,,icon,direct-hit
noto,,icon,disappointed-face
noto,,icon,divide
noto,,icon,dizzy-face
noto,,icon,dizzy
noto,,icon,dog-face
noto,,icon,dog
noto,,icon,dollar-banknote
noto,,icon,dolphin
noto,,icon,door
noto,,icon,dotted-six-pointed-star
noto,,icon,double-curly-loop
noto,,icon,double-exclamation-mark
noto,,icon,doughnut
noto,,icon,dove
noto,,icon,down-arrow
noto,,icon,down-left-arrow
noto,,icon,down-right-arrow
noto,,icon,downcast-face-with-sweat
noto,,icon,downwards-button
noto,,icon,dragon-face
noto,,icon,dragon
noto,,icon,dress
noto,,icon,drooling-face
noto,,icon,droplet
noto,,icon,drum
noto,,icon,duck
noto,,icon,dvd
noto,,icon,e-mail
noto,,icon,eagle
noto,,icon,ear-dark-skin-tone
noto,,icon,ear-light-skin-tone
noto,,icon,ear-medium-dark-skin-tone
noto,,icon,ear-medium-light-skin-tone
noto,,icon,ear-medium-skin-tone
noto,,icon,ear-of-corn
noto,,icon,ear
noto,,icon,egg
noto,,icon,eggplant
noto,,icon,eight-oclock
noto,,icon,eight-pointed-star
noto,,icon,eight-spoked-asterisk
noto,,icon,eight-thirty
noto,,icon,eject-button
noto,,icon,electric-plug
noto,,icon,elephant
noto,,icon,eleven-oclock
noto,,icon,eleven-thirty
noto,,icon,end-arrow
noto,,icon,envelope-with-arrow
noto,,icon,envelope
noto,,icon,euro-banknote
noto,,icon,evergreen-tree
noto,,icon,ewe
noto,,icon,exclamation-mark
noto,,icon,exclamation-question-mark
noto,,icon,expressionless-face
noto,,icon,eye-in-speech-bubble
noto,,icon,eye
noto,,icon,eyes
noto,,icon,face-blowing-a-kiss
noto,,icon,face-savoring-food
noto,,icon,face-screaming-in-fear
noto,,icon,face-with-head-bandage
noto,,icon,face-with-medical-mask
noto,,icon,face-with-open-mouth
noto,,icon,face-with-rolling-eyes
noto,,icon,face-with-steam-from-nose
noto,,icon,face-with-tears-of-joy
noto,,icon,face-with-thermometer
noto,,icon,face-with-tongue
noto,,icon,face-without-mouth
noto,,icon,factory
noto,,icon,fallen-leaf
noto,,icon,family-man-boy-boy
noto,,icon,family-man-boy
noto,,icon,family-man-girl-boy
noto,,icon,family-man-girl-girl
noto,,icon,family-man-girl
noto,,icon,family-man-man-boy-boy
noto,,icon,family-man-man-boy
noto,,icon,family-man-man-girl-boy
noto,,icon,family-man-man-girl-girl
noto,,icon,family-man-man-girl
noto,,icon,family-man-woman-boy-boy
noto,,icon,family-man-woman-boy
noto,,icon,family-man-woman-girl-boy
noto,,icon,family-man-woman-girl-girl
noto,,icon,family-man-woman-girl
noto,,icon,family-woman-boy-boy
noto,,icon,family-woman-boy
noto,,icon,family-woman-girl-boy
noto,,icon,family-woman-girl-girl
noto,,icon,family-woman-girl
noto,,icon,family-woman-woman-boy-boy
noto,,icon,family-woman-woman-boy
noto,,icon,family-woman-woman-girl-boy
noto,,icon,family-woman-woman-girl-girl
noto,,icon,family-woman-woman-girl
noto,,icon,family
noto,,icon,fast-down-button
noto,,icon,fast-forward-button
noto,,icon,fast-reverse-button
noto,,icon,fast-up-button
noto,,icon,fax-machine
noto,,icon,fearful-face
noto,,icon,female-sign
noto,,icon,ferris-wheel
noto,,icon,ferry
noto,,icon,field-hockey
noto,,icon,file-cabinet
noto,,icon,file-folder
noto,,icon,film-frames
noto,,icon,film-projector
noto,,icon,fire-engine
noto,,icon,fire
noto,,icon,fireworks
noto,,icon,first-quarter-moon-face
noto,,icon,first-quarter-moon
noto,,icon,fish-cake-with-swirl
noto,,icon,fish
noto,,icon,fishing-pole
noto,,icon,five-oclock
noto,,icon,five-thirty
noto,,icon,flag-for-flag-china
noto,,icon,flag-for-flag-france
noto,,icon,flag-for-flag-germany
noto,,icon,flag-for-flag-italy
noto,,icon,flag-for-flag-japan
noto,,icon,flag-for-flag-russia
